District Address     Street       SideType   Address   OnStreet     CommonName          BotanicalName               Latitude        Longitude
244   2562   BORIS AV      Front   2562   BORIS AV      SWEET BAY           Laurus nobilis              33.99824845   -118.1484827
244   2563   BORIS AV      Front   2563   BORIS AV      SWEET BAY           Laurus nobilis              33.99826261   -118.1486412
244   2568   BORIS AV      Front   2568   BORIS AV      SOUTHERN MAGNOLIA   Magnolia grandiflora        33.99809431   -118.1485612
244   2569   BORIS AV      Front   2569   BORIS AV      VACANT SITE         Vacant site                 33.99814547   -118.1487046
244   2572   BORIS AV      Front   2572   BORIS AV      VACANT SITE         Vacant site                 33.99803798   -118.1485704
244   2572   BORIS AV      Front   2572   BORIS AV      VACANT SITE         Vacant site                 33.99794878   -118.1486253
244   2573   BORIS AV      Front   2573   BORIS AV      SOUTHERN MAGNOLIA   Magnolia grandiflora         33.9980298   -118.1487537
244   2576   BORIS AV      Front   2576   BORIS AV      SILK TREE           Albizia julibrissin         33.99783186   -118.1486848
244   2579   BORIS AV      Front   2579   BORIS AV      CAMPHOR TREE        Cinnamomum camphora         33.99790227   -118.1488096
244   2582   BORIS AV      Front   2582   BORIS AV      VACANT SITE         Vacant site                 33.99771601   -118.1487376
244   2582   BORIS AV      Side    6031   JILLSON ST    CHINESE ELM         Ulmus parvifolia            33.99759823   -118.1486761
244   2582   BORIS AV      Side    6031   JILLSON ST    CRAPE MYRTLE        Lagerstroemia indica        33.99757286   -118.1486066
244   2582   BORIS AV      Side    6031   JILLSON ST    VACANT SITE         Vacant site                 33.99755196   -118.1485186
244   2582   BORIS AV      Side    6031   JILLSON ST    VACANT SITE             Vacant site                  33.99751318   -118.1484301
244   2583   BORIS AV      Front   2583   BORIS AV      VACANT SITE             Vacant site                  33.99774067   -118.1488929
244   2583   BORIS AV      Side    6021   JILLSON ST    SOUTHERN MAGNOLIA       Magnolia grandiflora         33.99775645   -118.1491402
244   2583   BORIS AV      Side    6021   JILLSON ST    VACANT SITE             Vacant site                  33.99772387   -118.1490407
247   6360   CHALET DR     Front   6360   CHALET DR     VACANT SITE             Vacant site                  33.97297129   -118.1364485
244   2322   COMMERCE WY   Front   2322   COMMERCE WY   VACANT SITE             Vacant site                  34.00434458   -118.1533541
244   2322   COMMERCE WY   Front   2322   COMMERCE WY   WEEPING FIG             Ficus benjamina              34.00420234   -118.1534027
244   2328   COMMERCE WY   Front   2328   COMMERCE WY   BRISBANE BOX            Lophostemon confertus        34.00410454    -118.153452
244   2342   COMMERCE WY   Front   2342   COMMERCE WY   STRAWBERRY TREE         Arbutus unedo                34.00375388   -118.1536189
244   2342   COMMERCE WY   Front   2342   COMMERCE WY   VACANT SITE             Vacant site                  34.00364665   -118.1536757
244   2348   COMMERCE WY   Front   2348   COMMERCE WY   VACANT SITE             Vacant site                   34.0035748    -118.153718
244   2356   COMMERCE WY   Front   2356   COMMERCE WY   VACANT SITE             Vacant site                  34.00336457   -118.1538086
244   2360   COMMERCE WY   Front   2360   COMMERCE WY   VACANT SITE             Vacant site                  34.00327524   -118.1538437
244   2366   COMMERCE WY   Front   2366   COMMERCE WY   SWEETSHADE              Hymenosporum flavum          34.00319912   -118.1538986
244   2366   COMMERCE WY   Side    5701   HARBOR ST     PINK TRUMPET TREE       Handroanthus impetiginosus    34.0029973   -118.1538294
244   2366   COMMERCE WY   Side    5701   HARBOR ST     PINK TRUMPET TREE       Handroanthus impetiginosus   34.00297424   -118.1537271
244   2400   COMMERCE WY   Side    5700   HARBOR ST     VACANT SITE             Vacant site                  34.00292253   -118.1539052
244   2400   COMMERCE WY   Side    5700   HARBOR ST     VACANT SITE             Vacant site                  34.00287371   -118.1538184
244   2400   COMMERCE WY   Side    5700   HARBOR ST     VACANT SITE             Vacant site                  34.00283262    -118.153747
244   2402   COMMERCE WY   Front   2402   COMMERCE WY   AMERICAN SWEETGUM       Liquidambar styraciflua      34.00284656   -118.1540664
244   2406   COMMERCE WY   Front   2406   COMMERCE WY   AMERICAN SWEETGUM       Liquidambar styraciflua      34.00273335   -118.1541198
244   2410   COMMERCE WY   Front   2410   COMMERCE WY   AMERICAN SWEETGUM       Liquidambar styraciflua      34.00259551   -118.1541875
244   2416   COMMERCE WY   Front   2416   COMMERCE WY   VACANT SITE             Vacant site                  34.00246545    -118.154253
244   2420   COMMERCE WY   Front   2420   COMMERCE WY   VACANT SITE             Vacant site                   34.0023775   -118.1542923
244   2420   COMMERCE WY   Front   2420   COMMERCE WY   STRAWBERRY TREE         Arbutus unedo                34.00231085   -118.1543264
244   2426   COMMERCE WY   Front   2426   COMMERCE WY   VACANT SITE             Vacant site                  34.00221807   -118.1543729
244   2430   COMMERCE WY   Front   2430   COMMERCE WY   VACANT SITE             Vacant site                  34.00207766   -118.1544398
244   2436   COMMERCE WY   Front   2436   COMMERCE WY   VACANT SITE             Vacant site                  34.00195785   -118.1544999
244   2440   COMMERCE WY   Front   2440   COMMERCE WY   HONG KONG ORCHID TREE   Bauhinia blakeana            34.00185689    -118.154552
244   2446   COMMERCE WY   Front   2446   COMMERCE WY   HONG KONG ORCHID TREE   Bauhinia blakeana            34.00171729   -118.1546254
244   2452   COMMERCE WY   Front   2452   COMMERCE WY   VACANT SITE             Vacant site                  34.00157798   -118.1546864
244   2452   COMMERCE WY   Side    5701   JARDINE ST    VACANT SITE             Vacant site                   34.0014035   -118.1544819
244   2500   COMMERCE WY   Front   2500   COMMERCE WY   AMERICAN SWEETGUM       Liquidambar styraciflua      34.00126587   -118.1548362
244   2500   COMMERCE WY   Side    5700   JARDINE ST    SOUTHERN MAGNOLIA       Magnolia grandiflora         34.00131016   -118.1546333
244   2500   COMMERCE WY   Side     5700   JARDINE ST    CARROTWOOD              Cupaniopsis anacardioides        34.00126197   -118.1545109
244   2506   COMMERCE WY   Front    2506   COMMERCE WY   CHINESE PISTACHE        Pistacia chinensis               34.00113581   -118.1549013
244   2512   COMMERCE WY   Front    2512   COMMERCE WY   CHINESE FLAME TREE      Koelreuteria bipinnata           34.00102128   -118.1549649
244   2516   COMMERCE WY   Front    2516   COMMERCE WY   DEAD TREE               Dead Tree                        34.00087384   -118.1550322
244   2522   COMMERCE WY   Front    2522   COMMERCE WY   CHINESE PISTACHE        Pistacia chinensis               34.00076017   -118.1550822
244   2526   COMMERCE WY   Front    2526   COMMERCE WY   VACANT SITE             Vacant site                      34.00062455    -118.155157
244   2532   COMMERCE WY   Front    2532   COMMERCE WY   HONG KONG ORCHID TREE   Bauhinia blakeana                34.00046384   -118.1552271
244   2535   COMMERCE WY   Front    2535   COMMERCE WY   KING PALM               Archontophoenix cunninghamiana    34.0008203   -118.1552847
244   2535   COMMERCE WY   Front    2535   COMMERCE WY   KING PALM               Archontophoenix cunninghamiana   34.00075192   -118.1553199
244   2535   COMMERCE WY   Front    2535   COMMERCE WY   KING PALM               Archontophoenix cunninghamiana   34.00068794   -118.1553497
244   2535   COMMERCE WY   Front    2535   COMMERCE WY   KING PALM               Archontophoenix cunninghamiana   34.00051254   -118.1554365
244   2535   COMMERCE WY   Front    2535   COMMERCE WY   KING PALM               Archontophoenix cunninghamiana   34.00044359   -118.1554725
244   2536   COMMERCE WY   Front    2536   COMMERCE WY   CRAPE MYRTLE            Lagerstroemia indica             34.00036846   -118.1552744
244   2542   COMMERCE WY   Front    2542   COMMERCE WY   CRAPE MYRTLE            Lagerstroemia indica             34.00029502     -118.15531
244   2546   COMMERCE WY   Front    2546   COMMERCE WY   SWEETSHADE              Hymenosporum flavum              34.00015465   -118.1553803
244   2550   COMMERCE WY   Median   2550   COMMERCE WY   PYGMY DATE PALM         Phoenix roebelenii               34.00002234   -118.1555659
244   2552   COMMERCE WY   Side     5701   JILLSON ST    SWEETSHADE              Hymenosporum flavum              33.99985357   -118.1553405
244   2552   COMMERCE WY   Side     5701   JILLSON ST    CARROTWOOD              Cupaniopsis anacardioides        33.99980961   -118.1552386
244   2555   COMMERCE WY   Front    2555   COMMERCE WY   VACANT SITE             Vacant site                      34.00028085   -118.1555508
244   2555   COMMERCE WY   Front    2555   COMMERCE WY   KING PALM               Archontophoenix cunninghamiana   34.00021395   -118.1555847
244   2555   COMMERCE WY   Front    2555   COMMERCE WY   KING PALM               Archontophoenix cunninghamiana   34.00014124    -118.155617
244   2570   COMMERCE WY   Median   2570   COMMERCE WY   PYGMY DATE PALM         Phoenix roebelenii               33.99972702   -118.1557093
244   2612   COMMERCE WY   Front    2612   COMMERCE WY   VACANT SITE             Vacant site                      33.99852455   -118.1561526
244   2612   COMMERCE WY   Front    2612   COMMERCE WY   VACANT SITE             Vacant site                       33.9984858   -118.1561778
244   2639   COMMERCE WY   Front    2639   COMMERCE WY   CARROTWOOD              Cupaniopsis anacardioides        33.99818075   -118.1568738
244   2639   COMMERCE WY   Front    2639   COMMERCE WY   CARROTWOOD              Cupaniopsis anacardioides        33.99817886   -118.1570174
244   2639   COMMERCE WY   Front    2639   COMMERCE WY   CARROTWOOD              Cupaniopsis anacardioides        33.99814368   -118.1571359
244   2639   COMMERCE WY   Side     5650   SHEILA ST     WINDMILL PALM           Trachycarpus fortunei            33.99835145   -118.1569851
244   2639   COMMERCE WY   Side     5650   SHEILA ST     VACANT SITE             Vacant site                      33.99830687   -118.1568485
244   2650   COMMERCE WY   Front    2650   COMMERCE WY   CARROTWOOD              Cupaniopsis anacardioides        33.99795774   -118.1568943
244   2650   COMMERCE WY   Front    2650   COMMERCE WY   CARROTWOOD              Cupaniopsis anacardioides        33.99792789   -118.1570235
244   2650   COMMERCE WY   Front    2650   COMMERCE WY   CARROTWOOD              Cupaniopsis anacardioides        33.99788384   -118.1572328
244   2650   COMMERCE WY   Front    2650   COMMERCE WY   CARROTWOOD              Cupaniopsis anacardioides        33.99785759   -118.1573856
244   2650   COMMERCE WY   Front    2650   COMMERCE WY   CARROTWOOD              Cupaniopsis anacardioides         33.9978217   -118.1575558
244   2650   COMMERCE WY       Front    2650   COMMERCE WY       CARROTWOOD                Cupaniopsis anacardioides        33.99776214   -118.1579179
244   2700   COMMERCE WY       Median   2700   COMMERCE WY       GOLD MEDALLION TREE       Cassia leptophylla               33.99762117   -118.1591385
244   2700   COMMERCE WY       Median   2700   COMMERCE WY       SILK-FLOSS TREE           Ceiba speciosa                   33.99759949   -118.1592318
244   2700   COMMERCE WY       Median   2700   COMMERCE WY       GOLD MEDALLION TREE       Cassia leptophylla               33.99756521   -118.1593318
243   5204   COMO ST           Front    5204   COMO ST           VACANT SITE               Vacant site                      34.00859355   -118.1609734
243   5210   COMO ST           Front    5210   COMO ST           LEMON BOTTLEBRUSH         Melaleuca citrina                34.00842183   -118.1607827
243   5211   COMO ST           Front    5211   COMO ST           GLOSSY PRIVET             Ligustrum lucidum                34.00844006   -118.1606448
245   1538   CONCOURSE AV /S   Front    1538   CONCOURSE AV /S   VACANT SITE               Vacant site                      34.00769679   -118.1280658
245   1538   CONCOURSE AV /S   Front    1538   CONCOURSE AV /S   JACARANDA                 Jacaranda mimosifolia            34.00765626   -118.1280875
245   1542   CONCOURSE AV /S   Front    1542   CONCOURSE AV /S   JACARANDA                 Jacaranda mimosifolia            34.00754398   -118.1281095
245   7130   CONDOR AV         Front    7130   CONDOR AV         CHINESE ELM               Ulmus parvifolia                 33.99136737   -118.1306476
245   7148   CONDOR AV         Side     2761   TANAGER AV        AUSTRALIAN WILLOW         Geijera parviflora               33.99063692   -118.1292108
245   7148   CONDOR AV         Side     2761   TANAGER AV        VACANT SITE               Vacant site                      33.99049071   -118.1292891
243   2305   CONNOR AV         Front    2305   CONNOR AV         VACANT SITE               Vacant site                       34.0067698   -118.1737127
243   2305   CONNOR AV         Side     4620   LEONIS ST         VACANT SITE               Vacant site                        34.006863   -118.1737835
243   2308   CONNOR AV         Front    2308   CONNOR AV         VACANT SITE               Vacant site                      34.00660268     -118.17366
243   2309   CONNOR AV         Front    2309   CONNOR AV         VACANT SITE               Vacant site                      34.00665309   -118.1737856
243   2315   CONNOR AV         Front    2315   CONNOR AV         VACANT SITE               Vacant site                      34.00650968   -118.1738592
243   2316   CONNOR AV         Front    2316   CONNOR AV         CARROTWOOD                Cupaniopsis anacardioides        34.00641268   -118.1737544
243   2317   CONNOR AV         Front    2317   CONNOR AV         CRAPE MYRTLE              Lagerstroemia indica             34.00640529    -118.173901
243   2320   CONNOR AV         Front    2320   CONNOR AV         ORNAMENTAL PEAR           Pyrus calleryana                 34.00631865   -118.1738014
243   2323   CONNOR AV         Front    2323   CONNOR AV         ORNAMENTAL PEAR           Pyrus calleryana                 34.00631322   -118.1739501
243   2325   CONNOR AV         Front    2325   CONNOR AV         STRAWBERRY TREE           Arbutus unedo                    34.00624085        -118.174
243   2326   CONNOR AV         Front    2326   CONNOR AV         VACANT SITE               Vacant site                      34.00621809   -118.1738718
243   2329   CONNOR AV         Front    2329   CONNOR AV         VACANT SITE               Vacant site                      34.00613871   -118.1740566
243   2335   CONNOR AV         Front    2335   CONNOR AV         ORNAMENTAL PEAR           Pyrus calleryana                 34.00603838   -118.1740881
243   2336   CONNOR AV         Front    2336   CONNOR AV         VACANT SITE               Vacant site                      34.00595454   -118.1739808
243   2343   CONNOR AV         Front    2343   CONNOR AV         VACANT SITE               Vacant site                      34.00585722   -118.1741761
243   2419   CONNOR AV         Front    2419   CONNOR AV         ORNAMENTAL PEAR           Pyrus calleryana                 34.00470346   -118.1747226
245   6363   CORSAIR ST        Front    6363   CORSAIR ST        AMERICAN SWEETGUM         Liquidambar styraciflua          33.99783343   -118.1413295
245   6363   CORSAIR ST        Front    6363   CORSAIR ST        AMERICAN SWEETGUM         Liquidambar styraciflua          33.99782081   -118.1413077
245   5901   CORVETTE ST       Front    5901   CORVETTE ST       CAROB                     Ceratonia siliqua                34.00660942   -118.1440023
245   5901   CORVETTE ST       Front    5901   CORVETTE ST       CAROB                     Ceratonia siliqua                34.00656317   -118.1438567
245   5901   CORVETTE ST       Front    5901   CORVETTE ST       VARIEGATED BRISBANE BOX   Lophostemon confertus 'Variegata'34.00653009      -118.1438
245   5959   CORVETTE ST   Front   5959   CORVETTE ST   CARROTWOOD            Cupaniopsis anacardioides        34.00596257   -118.1423826
245   5959   CORVETTE ST   Front   5959   CORVETTE ST   CARROTWOOD            Cupaniopsis anacardioides        34.00592238   -118.1423112
245   6100   CORVETTE ST   Front   6100   CORVETTE ST   CARROTWOOD            Cupaniopsis anacardioides        34.00453491   -118.1405144
245   6100   CORVETTE ST   Front   6100   CORVETTE ST   CARROTWOOD            Cupaniopsis anacardioides        34.00449724   -118.1404017
245   6100   CORVETTE ST   Front   6100   CORVETTE ST   CARROTWOOD            Cupaniopsis anacardioides        34.00445241   -118.1402711
243   2208   COUTS AV      Front   2208   COUTS AV      INDIAN LAUREL FIG     Ficus microcarpa 'Nitida'        34.00807967   -118.1652397
243   2214   COUTS AV      Front   2214   COUTS AV      VACANT SITE           Vacant site                      34.00797823   -118.1653983
243   2225   COUTS AV      Front   2225   COUTS AV      SOUTHERN MAGNOLIA     Magnolia grandiflora             34.00793043   -118.1657167
243   2228   COUTS AV      Side    5000   HARBOR ST     VACANT SITE           Vacant site                       34.0076878   -118.1655779
243   2229   COUTS AV      Front   2229   COUTS AV      VACANT SITE           Vacant site                      34.00783585   -118.1658633
243   2232   COUTS AV      Front   2232   COUTS AV      VACANT SITE           Vacant site                      34.00765716   -118.1658848
243   2240   COUTS AV      Front   2240   COUTS AV      SOUTHERN MAGNOLIA     Magnolia grandiflora             34.00755841   -118.1660229
243   2241   COUTS AV      Front   2241   COUTS AV      VACANT SITE           Vacant site                      34.00764268   -118.1661118
243   2245   COUTS AV      Front   2245   COUTS AV      INDIAN HAWTHORNE      Rhaphiolepis 'Majestic Beauty'   34.00758616   -118.1662307
243   2245   COUTS AV      Side    4951   QUIGLEY ST    CHINESE PISTACHE      Pistacia chinensis               34.00757044   -118.1663996
243   2245   COUTS AV      Side    4951   QUIGLEY ST    BRISBANE BOX          Lophostemon confertus            34.00765048   -118.1664888
243   2246   COUTS AV      Front   2246   COUTS AV      SOUTHERN MAGNOLIA     Magnolia grandiflora             34.00746189   -118.1661528
243   2246   COUTS AV      Side    4971   QUIGLEY ST    VACANT SITE           Vacant site                      34.00724942   -118.1660865
243   2252   COUTS AV      Side    4970   QUIGLEY ST    VACANT SITE           Vacant site                      34.00728026   -118.1662989
243   2255   COUTS AV      Front   2255   COUTS AV      CRAPE MYRTLE          Lagerstroemia indica             34.00737019   -118.1665574
243   2255   COUTS AV      Side    4950   QUIGLEY ST    MAIDENHAIR TREE       Ginkgo biloba                    34.00756251   -118.1665705
243   2258   COUTS AV      Front   2258   COUTS AV      STRAWBERRY TREE       Arbutus unedo                    34.00715785   -118.1666068
243   2263   COUTS AV      Front   2263   COUTS AV      CRAPE MYRTLE          Lagerstroemia indica             34.00728923   -118.1666737
243   2263   COUTS AV      Front   2263   COUTS AV      CHINESE PISTACHE      Pistacia chinensis               34.00725678   -118.1667364
243   2263   COUTS AV      Front   2263   COUTS AV      STRAWBERRY TREE       Arbutus unedo                    34.00718864   -118.1668358
243   2264   COUTS AV      Front   2264   COUTS AV      STRAWBERRY TREE       Arbutus unedo                    34.00707093   -118.1668234
243   2270   COUTS AV      Front   2270   COUTS AV      MAIDENHAIR TREE       Ginkgo biloba                    34.00702361   -118.1668061
243   2270   COUTS AV      Side    4971   JARDINE ST    CHINESE PISTACHE      Pistacia chinensis               34.00686069   -118.1668115
243   2270   COUTS AV      Side    4971   JARDINE ST    CARROTWOOD            Cupaniopsis anacardioides        34.00675156   -118.1667204
243   2271   COUTS AV      Side    4951   JARDINE ST    GOLDEN TRUMPET TREE   Handroanthus chrysotrichus        34.0071295   -118.1670796
243   2271   COUTS AV      Side    4951   JARDINE ST    CHINESE PISTACHE      Pistacia chinensis                34.0072086   -118.1671585
243   2280   COUTS AV      Front   2280   COUTS AV      CARROTWOOD            Cupaniopsis anacardioides        34.00678129    -118.167117
243   2280   COUTS AV      Side    4970   JARDINE ST    CHINESE PISTACHE      Pistacia chinensis               34.00684062   -118.1669616
243   2280   COUTS AV      Side    4970   JARDINE ST    CHINESE PISTACHE      Pistacia chinensis               34.00671926   -118.1668544
243   2281   COUTS AV   Front   2281   COUTS AV     VACANT SITE         Vacant site                 34.00690672   -118.1672436
243   2281   COUTS AV   Side    4950   JARDINE ST   VACANT SITE         Vacant site                 34.00714292   -118.1672669
243   2291   COUTS AV   Front   2291   COUTS AV     SOUTHERN MAGNOLIA   Magnolia grandiflora        34.00679116   -118.1674155
243   2292   COUTS AV   Front   2292   COUTS AV     CARROTWOOD          Cupaniopsis anacardioides   34.00661383   -118.1674159
243   2294   COUTS AV   Front   2294   COUTS AV     BRISBANE BOX        Lophostemon confertus       34.00655057   -118.1675027
243   2294   COUTS AV   Side    4971   KINSIE ST    CRAPE MYRTLE        Lagerstroemia indica        34.00636652   -118.1674601
243   2301   COUTS AV   Side    4950   KINSIE ST    QUEEN PALM          Syagrus romanzoffianum      34.00671149   -118.1679622
243   2301   COUTS AV   Side    4950   KINSIE ST    QUEEN PALM          Syagrus romanzoffianum      34.00666013   -118.1679082
243   2307   COUTS AV   Front   2307   COUTS AV     VACANT SITE         Vacant site                 34.00641322   -118.1679388
243   2311   COUTS AV   Front   2311   COUTS AV     JACARANDA           Jacaranda mimosifolia       34.00632686   -118.1680971
243   2318   COUTS AV   Front   2318   COUTS AV     WILLOW OAK          Quercus phellos             34.00632238   -118.1678322
243   2318   COUTS AV   Front   2318   COUTS AV     WILLOW OAK          Quercus phellos             34.00625669   -118.1679338
243   2318   COUTS AV   Front   2318   COUTS AV     WILLOW OAK          Quercus phellos             34.00619309   -118.1680365
243   2318   COUTS AV   Front   2318   COUTS AV     WILLOW OAK          Quercus phellos             34.00612234   -118.1681342
243   2318   COUTS AV   Front   2318   COUTS AV     WILLOW OAK          Quercus phellos             34.00568943   -118.1687926
243   2318   COUTS AV   Front   2318   COUTS AV     WILLOW OAK          Quercus phellos             34.00574432   -118.1686563
243   2318   COUTS AV   Front   2318   COUTS AV     WILLOW OAK          Quercus phellos              34.0058353     -118.16856
243   2318   COUTS AV   Side    4970   KINSIE ST    CARROTWOOD          Cupaniopsis anacardioides   34.00625784   -118.1675166
243   2318   COUTS AV   Side    4970   KINSIE ST    CARROTWOOD          Cupaniopsis anacardioides   34.00609621   -118.1673562
243   2318   COUTS AV   Side    4970   KINSIE ST    BRISBANE BOX        Lophostemon confertus       34.00600243   -118.1672658
243   2318   COUTS AV   Side    4970   KINSIE ST    BRISBANE BOX        Lophostemon confertus       34.00579613   -118.1670657
243   2318   COUTS AV   Side    4970   KINSIE ST    BRISBANE BOX        Lophostemon confertus        34.0057243   -118.1669968
243   2318   COUTS AV   Side    4970   KINSIE ST    BRISBANE BOX        Lophostemon confertus       34.00555681   -118.1668081
243   2319   COUTS AV   Side    4951   JILLSON ST   STRAWBERRY TREE     Arbutus unedo               34.00631313   -118.1684932
243   2319   COUTS AV   Side    4951   JILLSON ST   STRAWBERRY TREE     Arbutus unedo               34.00624217    -118.168426
243   2327   COUTS AV   Front   2327   COUTS AV     HOLLY OAK           Quercus ilex                34.00602668   -118.1685599
243   2327   COUTS AV   Side    4950   JILLSON ST   CARROTWOOD          Cupaniopsis anacardioides   34.00618482   -118.1684024
243   2333   COUTS AV   Front   2333   COUTS AV     CRAPE MYRTLE        Lagerstroemia indica        34.00595754   -118.1686464
243   2339   COUTS AV   Front   2339   COUTS AV     HOLLY OAK           Quercus ilex                34.00583679   -118.1687797
243   2356   COUTS AV   Side    5000   LEONIS ST    VACANT SITE         Vacant site                 34.00539923   -118.1689247
243   2360   COUTS AV   Front   2360   COUTS AV     VACANT SITE         Vacant site                   34.005361    -118.169262
243   2363   COUTS AV   Front   2363   COUTS AV     VACANT SITE         Vacant site                 34.00548513   -118.1693478
243   2367   COUTS AV   Front   2367   COUTS AV     BRISBANE BOX        Lophostemon confertus       34.00537415   -118.1694628
243   2368   COUTS AV   Front   2368   COUTS AV     SOUTHERN MAGNOLIA   Magnolia grandiflora        34.00526984   -118.1694005
243   2369   COUTS AV    Front   2369   COUTS AV       BRISBANE BOX        Lophostemon confertus       34.00530604   -118.1695905
243   2370   COUTS AV    Front   2370   COUTS AV       VACANT SITE         Vacant site                 34.00497439   -118.1695974
243   2375   COUTS AV    Front   2375   COUTS AV       CARROTWOOD          Cupaniopsis anacardioides   34.00525417   -118.1697013
243   2377   COUTS AV    Front   2377   COUTS AV       VACANT SITE         Vacant site                  34.0051617    -118.169766
243   2378   COUTS AV    Front   2378   COUTS AV       MAIDENHAIR TREE     Ginkgo biloba               34.00504672   -118.1696877
243   2387   COUTS AV    Front   2387   COUTS AV       CRAPE MYRTLE        Lagerstroemia indica        34.00496691   -118.1699076
243   2388   COUTS AV    Front   2388   COUTS AV       MAIDENHAIR TREE     Ginkgo biloba               34.00489753   -118.1697729
243   2388   COUTS AV    Front   2388   COUTS AV       BRISBANE BOX        Lophostemon confertus       34.00484142   -118.1697971
243   2390   COUTS AV    Side    5001   NOBEL ST       STRAWBERRY TREE     Arbutus unedo               34.00462792   -118.1696695
243   2391   COUTS AV    Front   2391   COUTS AV       STRAWBERRY TREE     Arbutus unedo               34.00484849    -118.169976
243   2393   COUTS AV    Side    4921   NOBEL ST       CAMPHOR TREE        Cinnamomum camphora         34.00476802   -118.1701075
243   2406   COUTS AV    Front   2406   COUTS AV       CARROTWOOD          Cupaniopsis anacardioides   34.00440293   -118.1699893
243   2406   COUTS AV    Front   2406   COUTS AV       SOUTHERN MAGNOLIA   Magnolia grandiflora        34.00428411   -118.1700402
243   2409   COUTS AV    Front   2409   COUTS AV       SOUTHERN MAGNOLIA   Magnolia grandiflora        34.00437848   -118.1701836
243   2416   COUTS AV    Front   2416   COUTS AV       VACANT SITE         Vacant site                 34.00410595    -118.170142
243   2068   COWLIN AV   Front   2068   COWLIN AV      CAMPHOR TREE        Cinnamomum camphora         34.00880697   -118.1607008
243   2074   COWLIN AV   Front   2074   COWLIN AV      VACANT SITE         Vacant site                 34.00875231   -118.1607801
243   2103   COWLIN AV   Front   2103   COWLIN AV      CAMPHOR TREE        Cinnamomum camphora         34.00864169   -118.1611963
243   2103   COWLIN AV   Side    5160   ASTOR AV       SWEETSHADE          Hymenosporum flavum         34.00875063   -118.1613107
243   2108   COWLIN AV   Front      0   COWLIN AV      STRAWBERRY TREE     Arbutus unedo                34.0084369   -118.1610957
243   2109   COWLIN AV   Front   2109   COWLIN AV      CAMPHOR TREE        Cinnamomum camphora         34.00854387   -118.1613296
243   2109   COWLIN AV   Side    5150   ASTOR AV       STRAWBERRY TREE     Arbutus unedo               34.00871755   -118.1614615
243   2112   COWLIN AV   Front   2112   COWLIN AV      BRISBANE BOX        Lophostemon confertus        34.0084068   -118.1612722
243   2113   COWLIN AV   Front   2113   COWLIN AV      STRAWBERRY TREE     Arbutus unedo               34.00847065   -118.1614293
243   2114   COWLIN AV   Front   2114   COWLIN AV      WEEPING FIG         Ficus benjamina             34.00836626   -118.1613287
243   2116   COWLIN AV   Front   2116   COWLIN AV      WEEPING FIG         Ficus benjamina             34.00831177   -118.1614863
243   2116   COWLIN AV   Side    5153   FARRAR ST /E   VACANT SITE         Vacant site                 34.00816132   -118.1614597
243   2127   COWLIN AV   Front   2127   COWLIN AV      CAMPHOR TREE        Cinnamomum camphora         34.00824839   -118.1617842
243   2127   COWLIN AV   Front   2127   COWLIN AV      CRAPE MYRTLE        Lagerstroemia indica        34.00818443   -118.1618698
243   2127   COWLIN AV   Side    5136   FARRAR ST /E   STRAWBERRY TREE     Arbutus unedo               34.00843633   -118.1619029
243   2127   COWLIN AV   Side    5136   FARRAR ST /E   CHITALPA            Chitalpa tashkentensis       34.0083593    -118.161828
243   2132   COWLIN AV   Front   2132   COWLIN AV      CHITALPA            Chitalpa tashkentensis      34.00802847   -118.1618494
243   2137   COWLIN AV   Front   2137   COWLIN AV      CAMPHOR TREE        Cinnamomum camphora         34.00813535    -118.161951
243   2140   COWLIN AV   Front   2140   COWLIN AV      CAMPHOR TREE        Cinnamomum camphora         34.00791322   -118.1620119
243   2141   COWLIN AV   Front   2141   COWLIN AV       PURPLE-LEAF FLOWERING PLUM
                                                                                 Prunus cerasifera 'Atropurpurea'   34.00804464   -118.1620675
243   2145   COWLIN AV   Front   2145   COWLIN AV       VACANT SITE              Vacant site                        34.00797356   -118.1621787
243   2145   COWLIN AV   Side    5081   EVERINGTON ST   VACANT SITE              Vacant site                        34.00805275   -118.1624628
243   2145   COWLIN AV   Side    5081   EVERINGTON ST   VACANT SITE              Vacant site                        34.00800843   -118.1624173
243   2145   COWLIN AV   Side    5081   EVERINGTON ST   LEMON BOTTLEBRUSH        Melaleuca citrina                  34.00795355    -118.162366
243   2146   COWLIN AV   Side    5101   EVERINGTON ST   GLOSSY PRIVET            Ligustrum lucidum                  34.00770943   -118.1621554
243   2146   COWLIN AV   Side    5101   EVERINGTON ST   VACANT SITE              Vacant site                        34.00760195   -118.1620508
243   2154   COWLIN AV   Side    5100   EVERINGTON ST   CAMPHOR TREE             Cinnamomum camphora                34.00763299   -118.1622493
243   2154   COWLIN AV   Side    5100   EVERINGTON ST   CAMPHOR TREE             Cinnamomum camphora                34.00757382   -118.1621804
243   2155   COWLIN AV   Front   2155   COWLIN AV       CRAPE MYRTLE             Lagerstroemia indica               34.00774387   -118.1625091
243   2155   COWLIN AV   Side    5080   EVERINGTON ST   CAMPHOR TREE             Cinnamomum camphora                34.00794655   -118.1625293
243   2160   COWLIN AV   Front   2160   COWLIN AV       CRAPE MYRTLE             Lagerstroemia indica               34.00755057   -118.1625423
243   2161   COWLIN AV   Front   2161   COWLIN AV       FERN PINE                Afrocarpus gracilior               34.00766443   -118.1626322
